11,-25,-1.33152719846375,0.994632352941176
11,-24,-0.331527198463753,0.963713235294118
11,-23,0.668472801536247,0.866816176470588
11,-22,1.66847280153625,0.626452205882353
11,-21,2.66847280153625,0.338180147058824
11,-20,3.66847280153625,0.110738970588235
11,-19,4.66847280153625,0.0220661764705882
11,-18,5.66847280153625,0.00106985294117647
11,-17,6.66847280153625,0
11,-16,7.66847280153625,0
11,-15,8.66847280153625,0
11,-14,9.66847280153625,0
11,-13,10.66847280153625,0
11,-12,11.66847280153625,0
11,-11,12.66847280153625,0
11,-10,13.66847280153625,0
11,-9,14.66847280153625,0
11,-8,15.66847280153625,0
11,-7,16.66847280153625,0
11,-6,17.66847280153625,0
11,-5,18.66847280153625,0
11,-4,19.66847280153625,0
11,-3,20.66847280153625,0
11,-2,21.66847280153625,0
11,-1,22.66847280153625,0
11,0,23.66847280153625,0
11,1,24.66847280153625,0
11,2,25.66847280153625,0
11,3,26.66847280153625,0
11,4,27.66847280153625,0
11,5,28.66847280153625,0
11,6,29.66847280153625,0
11,7,30.66847280153625,0
11,8,31.66847280153625,0
11,9,32.66847280153625,0
11,10,33.66847280153625,0
11,11,34.66847280153625,0
11,12,35.66847280153625,0
11,13,36.66847280153625,0
11,14,37.66847280153625,0
11,15,38.66847280153625,0
11,16,39.66847280153625,0
11,17,40.66847280153625,0
11,18,41.66847280153625,0
11,19,42.66847280153625,0
11,20,43.66847280153625,0
11,21,44.66847280153625,0
11,22,45.66847280153625,0
11,23,46.66847280153625,0
11,24,47.66847280153625,0
11,25,48.66847280153625,0
