12,-25,1.30088714928206,0.702257352941176
12,-24,2.30088714928206,0.392731617647059
12,-23,3.30088714928206,0.151801470588235
12,-22,4.30088714928206,0.0311985294117647
12,-21,5.30088714928206,0.00256985294117647
12,-20,6.30088714928206,0
12,-19,7.30088714928206,0
12,-18,8.30088714928206,0
12,-17,9.30088714928206,0
12,-16,10.30088714928206,0
12,-15,11.30088714928206,0
12,-14,12.30088714928206,0
12,-13,13.30088714928206,0
12,-12,14.30088714928206,0
12,-11,15.30088714928206,0
12,-10,16.30088714928206,0
12,-9,17.30088714928206,0
12,-8,18.30088714928206,0
12,-7,19.30088714928206,0
12,-6,20.30088714928206,0
12,-5,21.30088714928206,0
12,-4,22.30088714928206,0
12,-3,23.30088714928206,0
12,-2,24.30088714928206,0
12,-1,25.30088714928206,0
12,0,26.30088714928206,0
12,1,27.30088714928206,0
12,2,28.30088714928206,0
12,3,29.30088714928206,0
12,4,30.30088714928206,0
12,5,31.30088714928206,0
12,6,32.30088714928206,0
12,7,33.30088714928206,0
12,8,34.30088714928206,0
12,9,35.30088714928206,0
12,10,36.30088714928206,0
12,11,37.30088714928206,0
12,12,38.30088714928206,0
12,13,39.30088714928206,0
12,14,40.30088714928206,0
12,15,41.30088714928206,0
12,16,42.30088714928206,0
12,17,43.30088714928206,0
12,18,44.30088714928206,0
12,19,45.30088714928206,0
12,20,46.30088714928206,0
12,21,47.30088714928206,0
12,22,48.30088714928206,0
12,23,49.30088714928206,0
12,24,50.30088714928206,0
12,25,51.30088714928206,0
